,Participant ID,Urban/Rural,Age Group,Marital Status,sex,Kids under 14,Feeling Rushed,Sleep duration
14217,24217,1,2,6,1,0,1,505
14218,24218,1,7,1,2,0,2,530
14219,24219,1,6,6,2,0,3,450
14220,24220,1,2,1,2,2,1,675
14221,24221,1,6,1,1,0,4,540
14222,24222,1,3,1,1,2,1,360
14223,24223,1,5,1,2,0,4,555
14224,24224,1,5,1,1,0,2,530
14225,24225,1,5,2,1,0,1,540
14226,24226,1,2,1,1,0,2,465
14227,24227,1,2,6,2,0,1,620
14228,24228,1,5,1,1,0,2,405
14229,24229,1,2,2,1,0,6,600
14230,24230,1,3,1,1,0,2,450
14231,24231,1,2,1,1,0,2,455
14232,24232,1,2,6,2,0,3,480
14233,24233,3,4,4,1,0,1,460
14234,24234,1,3,1,2,0,2,555
14235,24235,1,6,1,1,0,4,540
14236,24236,1,3,2,2,0,1,530
14237,24237,1,5,5,1,0,3,720
14238,24238,1,2,4,2,1,1,525
14239,24239,2,5,1,2,0,1,330
14240,24240,1,4,5,2,0,3,645
14241,24241,1,3,6,2,0,2,355
14242,24242,1,5,5,2,0,3,605
14243,24243,2,5,1,1,0,1,420
14244,24244,1,7,1,1,0,1,555
14245,24245,1,5,1,1,0,6,480
14246,24246,1,5,1,2,0,2,390
14247,24247,1,3,1,1,0,1,505
14248,24248,1,2,2,2,0,2,555
14249,24249,1,4,6,2,0,1,720
14250,24250,1,6,1,2,0,6,570
14251,24251,1,2,6,2,0,2,570
14252,24252,1,5,1,1,0,5,510
14253,24253,1,5,6,1,0,6,600
14254,24254,1,5,1,2,0,2,510
14255,24255,2,6,1,1,0,2,430
14256,24256,2,2,6,2,2,1,495
14257,24257,1,5,2,1,0,3,450
14258,24258,1,4,4,2,2,1,420
14259,24259,1,2,1,1,3,2,425
14260,24260,1,2,2,2,1,2,390
14261,24261,1,6,6,2,0,4,970
14262,24262,1,5,5,2,0,2,590
14263,24263,1,3,1,1,1,1,455
14264,24264,1,7,1,2,0,6,370
14265,24265,1,6,1,1,0,2,300
14266,24266,2,2,1,2,3,2,685
14267,24267,1,3,1,1,1,1,455
14268,24268,1,3,1,2,2,1,395
14269,24269,1,3,1,2,1,1,475
14270,24270,1,4,1,2,0,2,910
14271,24271,1,5,3,2,0,6,360
14272,24272,2,4,1,1,0,3,510
14273,24273,2,2,6,1,0,3,180
14274,24274,1,4,6,1,0,3,495
14275,24275,1,2,6,2,0,2,400
14276,24276,2,2,2,2,2,2,760
14277,24277,1,3,1,1,2,2,440
14278,24278,1,6,1,2,0,3,450
14279,24279,1,6,4,2,0,2,480
14280,24280,1,3,1,1,2,3,300
14281,24281,1,2,2,1,0,2,380
14282,24282,2,4,1,2,1,1,510
14283,24283,1,4,6,2,0,3,480
14284,24284,1,2,4,2,2,4,630
14285,24285,2,3,1,1,3,2,535
14286,24286,3,1,6,1,0,2,480
14287,24287,1,6,6,1,0,6,540
14288,24288,1,6,1,1,0,6,540
14289,24289,2,4,1,1,0,2,415
14290,24290,3,2,2,2,0,1,360
14291,24291,1,1,6,1,0,3,595
14292,24292,2,1,6,2,0,1,480
14293,24293,2,1,2,2,0,3,440
14294,24294,1,7,3,2,0,3,510
14295,24295,1,1,6,2,1,2,720
14296,24296,2,7,3,1,0,4,540
14297,24297,1,2,1,2,1,2,475
14298,24298,1,5,4,2,0,2,545
14299,24299,1,7,3,2,0,6,390
14300,24300,1,5,5,2,0,3,575
14301,24301,1,1,6,2,1,1,760
14302,24302,1,5,2,1,0,2,420
14303,24303,1,6,1,1,0,4,450
14304,24304,2,3,1,2,0,4,480
14305,24305,1,5,1,2,0,6,510
14306,24306,1,5,1,1,0,5,410
14307,24307,1,5,2,1,0,2,555
14308,24308,1,5,1,1,0,4,710
14309,24309,1,4,4,2,0,2,450
14310,24310,1,2,2,1,3,1,400
14311,24311,2,5,4,1,0,6,335
14312,24312,1,7,1,2,0,6,510
14313,24313,1,4,1,1,0,1,525
14314,24314,2,5,1,2,0,2,285
14315,24315,1,7,3,2,0,1,420
14316,24316,1,5,3,2,0,6,300
14317,24317,1,3,1,2,1,2,600
14318,24318,2,5,6,2,0,2,1005
14319,24319,1,5,1,2,0,1,600
14320,24320,1,7,1,1,0,3,550
14321,24321,1,5,1,2,0,2,725
14322,24322,1,2,1,2,0,1,410
14323,24323,1,2,1,1,0,3,960
14324,24324,1,6,1,2,0,2,645
14325,24325,2,1,1,2,0,2,480
14326,24326,2,5,2,2,0,1,510
14327,24327,1,5,1,1,0,2,345
14328,24328,1,1,6,2,0,2,630
14329,24329,1,2,6,2,1,1,510
14330,24330,1,7,3,2,0,6,540
14331,24331,1,3,2,2,0,2,385
14332,24332,2,6,1,1,0,4,465
14333,24333,2,6,1,2,0,3,570
14334,24334,1,5,2,1,0,6,465
14335,24335,1,3,1,2,2,1,440
14336,24336,1,4,6,2,0,3,500
14337,24337,1,5,4,2,0,1,510
14338,24338,1,6,5,2,0,6,450
14339,24339,1,4,1,2,0,1,480
14340,24340,2,5,4,1,0,3,540
14341,24341,2,4,1,2,1,1,650
14342,24342,1,2,2,1,0,2,530
14343,24343,1,6,4,1,0,4,630
14344,24344,2,6,3,2,0,4,660
14345,24345,1,5,1,2,0,1,495
14346,24346,1,2,2,2,2,1,480
14347,24347,1,1,6,1,0,2,440
14348,24348,1,6,3,2,0,6,585
14349,24349,1,3,1,2,2,3,450
14350,24350,1,5,2,2,0,1,1340
14351,24351,2,6,1,1,0,4,300
14352,24352,2,3,2,2,0,2,620
14353,24353,1,5,6,2,0,2,480
14354,24354,1,5,1,1,0,1,405
14355,24355,1,6,3,2,1,1,480
14356,24356,1,2,1,2,1,3,690
14357,24357,1,3,2,2,1,2,495
14358,24358,1,2,1,2,3,3,510
14359,24359,1,5,5,2,0,2,360
14360,24360,1,7,3,2,0,6,490
14361,24361,1,4,6,2,0,2,420
14362,24362,1,5,1,1,0,3,450
14363,24363,1,3,5,1,1,1,390
14364,24364,3,6,3,2,0,5,570
14365,24365,1,1,6,1,0,3,510
14366,24366,1,2,6,1,0,3,510
14367,24367,1,4,6,2,0,6,540
14368,24368,1,5,5,1,0,2,480
14369,24369,2,6,1,1,0,4,530
14370,24370,1,2,1,1,0,2,780
14371,24371,2,5,1,2,0,1,525
14372,24372,1,3,1,1,2,2,465
14373,24373,1,4,1,1,1,2,435
14374,24374,1,3,6,2,0,1,480
14375,24375,1,6,1,1,0,6,285
14376,24376,1,2,1,1,2,1,520
14377,24377,1,4,1,2,1,2,480
14378,24378,1,2,1,2,1,1,570
14379,24379,2,5,1,2,0,6,440
14380,24380,1,5,1,2,0,6,570
14381,24381,1,1,6,2,0,2,630
14382,24382,3,3,2,2,0,3,450
14383,24383,1,5,5,1,0,1,630
14384,24384,1,4,6,1,0,1,360
14385,24385,1,4,4,2,0,1,600
14386,24386,1,6,6,1,0,5,495
14387,24387,1,5,1,2,0,2,570
14388,24388,2,5,1,1,0,2,330
14389,24389,2,5,5,1,0,1,545
14390,24390,1,6,1,2,0,5,480
14391,24391,1,3,1,1,1,1,555
14392,24392,1,4,6,2,0,1,1020
14393,24393,2,4,1,1,2,1,360
14394,24394,2,1,6,1,0,2,450
14395,24395,1,2,6,1,0,2,360
14396,24396,2,4,2,2,0,2,555
14397,24397,1,4,1,1,1,2,320
14398,24398,1,6,6,2,0,6,600
14399,24399,1,1,6,2,0,2,640
14400,24400,1,3,4,2,0,1,540
14401,24401,1,3,2,1,0,3,420
14402,24402,2,7,2,1,0,6,585
14403,24403,1,5,1,2,0,3,625
14404,24404,1,1,6,2,0,2,430
14405,24405,1,4,1,1,1,2,390
14406,24406,2,6,1,2,0,2,450
14407,24407,1,7,3,2,0,6,630
14408,24408,3,5,1,2,0,3,480
14409,24409,1,5,1,1,0,1,510
14410,24410,1,4,1,2,0,3,620
14411,24411,1,5,1,2,0,6,615
14412,24412,2,5,1,2,0,5,300
14413,24413,1,4,2,1,0,2,585
14414,24414,2,5,1,1,0,1,420
14415,24415,1,5,4,1,0,1,635
14416,24416,1,5,1,1,0,3,420
14417,24417,1,5,1,1,3,6,600
14418,24418,1,6,1,1,0,3,510
14419,24419,2,7,3,2,0,6,660
14420,24420,1,5,1,1,0,1,420
14421,24421,3,6,1,2,0,2,630
14422,24422,1,6,5,2,0,1,315
14423,24423,1,6,1,1,0,3,495
14424,24424,1,3,1,1,2,1,420
14425,24425,2,2,1,1,1,2,595
14426,24426,2,4,1,2,0,1,465
14427,24427,1,2,2,2,1,2,445
14428,24428,1,4,1,2,0,2,290
14429,24429,1,2,6,2,0,3,580
14430,24430,2,5,1,1,0,2,570
14431,24431,2,5,1,1,0,2,420
14432,24432,1,2,6,2,0,2,450
14433,24433,1,5,6,2,0,4,675
14434,24434,1,4,6,2,0,1,300
14435,24435,3,7,1,2,0,2,710
14436,24436,2,4,1,2,1,1,870
14437,24437,2,1,6,2,0,3,530
14438,24438,1,7,1,2,0,6,480
14439,24439,1,4,1,2,0,3,660
14440,24440,1,4,1,1,1,2,510
14441,24441,1,3,1,1,2,1,360
14442,24442,1,4,2,1,0,1,600
14443,24443,1,2,2,2,0,1,360
14444,24444,1,4,5,2,0,1,900
14445,24445,1,3,1,2,2,2,455
14446,24446,1,6,1,1,0,2,540
14447,24447,1,7,1,1,0,1,510
14448,24448,1,6,5,1,0,3,525
14449,24449,2,4,2,1,3,2,570
14450,24450,1,6,5,2,0,2,545
14451,24451,1,7,1,1,0,2,510
14452,24452,1,3,5,2,2,1,555
14453,24453,1,3,1,2,2,1,440
14454,24454,1,6,1,2,0,3,525
14455,24455,1,6,1,1,0,3,540
14456,24456,1,4,4,2,0,3,480
14457,24457,1,5,1,1,0,3,660
14458,24458,1,4,1,2,0,1,540
14459,24459,3,7,3,2,0,6,370
14460,24460,2,5,1,1,0,3,495
14461,24461,1,5,1,1,0,2,465
14462,24462,1,2,1,1,0,2,470
14463,24463,1,1,6,2,0,1,480
14464,24464,1,3,1,1,0,2,320
14465,24465,1,4,1,1,0,6,530
14466,24466,1,2,1,2,3,1,420
14467,24467,1,4,1,2,0,2,520
14468,24468,2,5,3,2,0,1,600
14469,24469,1,4,1,2,2,1,520
14470,24470,1,6,3,2,0,6,585
14471,24471,1,2,1,1,2,5,480
14472,24472,2,3,1,2,0,1,510
14473,24473,1,4,2,1,2,3,520
14474,24474,1,2,6,1,0,3,615
14475,24475,1,7,1,1,0,6,360
14476,24476,1,4,1,1,0,3,480
14477,24477,1,2,6,2,0,4,320
14478,24478,1,3,1,1,2,1,450
14479,24479,1,6,4,2,0,1,360
14480,24480,1,7,1,2,0,6,510
14481,24481,2,7,3,2,0,2,630
14482,24482,1,2,6,2,0,1,330
14483,24483,2,4,2,1,0,2,500
14484,24484,1,2,6,2,0,2,450
14485,24485,2,3,1,1,2,1,470
14486,24486,1,1,2,2,0,2,510
14487,24487,2,6,3,2,0,6,600
14488,24488,1,6,1,2,0,2,540
14489,24489,2,4,2,1,2,3,660
14490,24490,1,6,1,2,0,1,510
14491,24491,1,6,2,2,0,1,450
14492,24492,1,4,6,2,1,2,780
14493,24493,1,5,3,1,0,2,525
14494,24494,1,5,6,2,0,1,495
14495,24495,1,5,2,1,0,6,360
14496,24496,1,7,5,2,0,5,465
14497,24497,1,6,1,2,0,6,570
14498,24498,1,4,6,1,0,1,420
14499,24499,1,4,2,2,1,2,510
14500,24500,1,3,6,2,1,1,500
14501,24501,1,2,2,2,1,1,560
14502,24502,1,7,3,2,0,2,285
14503,24503,1,5,1,2,0,2,590
14504,24504,1,4,4,1,0,1,300
14505,24505,2,7,3,2,0,2,510
14506,24506,2,3,1,2,2,2,510
14507,24507,1,4,1,2,1,1,500
14508,24508,3,4,1,1,1,4,630
14509,24509,2,2,2,1,3,1,240
14510,24510,1,6,4,1,0,1,450
14511,24511,1,1,6,2,0,2,960
14512,24512,2,4,5,2,0,1,480
14513,24513,2,5,1,1,0,2,415
14514,24514,1,1,6,1,0,1,435
14515,24515,2,3,6,1,0,6,840
14516,24516,3,6,1,2,0,5,540
14517,24517,1,4,1,2,0,1,480
14518,24518,1,6,1,2,0,1,390
14519,24519,1,6,1,1,0,5,540
14520,24520,1,3,1,2,2,1,271
14521,24521,2,5,5,1,2,2,360
14522,24522,1,1,6,1,0,1,600
14523,24523,2,5,4,2,0,2,310
14524,24524,1,4,1,1,2,3,465
14525,24525,1,7,1,2,0,1,300
14526,24526,1,6,5,2,0,4,580
14527,24527,2,5,1,1,0,2,480
14528,24528,1,6,1,1,0,3,450
14529,24529,1,5,1,1,0,5,435
14530,24530,1,5,1,1,0,97,560
14531,24531,1,6,6,1,0,6,590
14532,24532,1,4,1,1,2,2,570
14533,24533,1,5,6,2,0,1,180
14534,24534,1,1,6,2,0,2,330
14535,24535,2,3,1,1,2,4,600
14536,24536,1,4,1,1,0,2,360
14537,24537,3,1,6,1,0,2,510
14538,24538,1,5,1,2,0,1,495
14539,24539,1,6,1,1,0,6,450
14540,24540,2,3,4,1,2,2,425
14541,24541,1,5,1,2,0,1,390
14542,24542,1,3,1,1,0,1,540
14543,24543,3,4,1,1,0,2,510
14544,24544,1,2,1,2,0,2,810
14545,24545,2,6,1,1,0,6,540
14546,24546,1,4,6,2,0,4,1315
14547,24547,1,6,1,1,0,5,600
14548,24548,1,7,3,1,0,6,750
14549,24549,1,2,1,2,2,2,525
14550,24550,1,2,2,2,0,4,495
14551,24551,1,5,6,2,0,4,600
14552,24552,2,6,5,2,0,2,645
14553,24553,1,4,4,1,0,2,420
14554,24554,1,5,6,2,0,3,600
14555,24555,1,5,1,2,0,1,450
14556,24556,1,7,3,2,0,6,525
14557,24557,1,3,2,2,1,1,460
14558,24558,2,3,6,2,0,1,420
14559,24559,1,5,1,2,0,1,480
14560,24560,1,1,6,2,0,2,690
14561,24561,1,2,1,2,2,1,425
14562,24562,1,1,2,2,0,2,570
14563,24563,2,2,2,2,3,1,540
14564,24564,2,4,1,1,0,3,480
14565,24565,3,4,4,1,0,6,510
14566,24566,1,5,1,1,0,4,510
14567,24567,1,5,4,2,0,4,540
14568,24568,1,3,4,2,3,1,555
14569,24569,1,7,1,1,0,4,650
14570,24570,1,3,1,1,1,2,480
14571,24571,1,7,3,1,0,6,180
14572,24572,1,3,2,2,0,1,540
14573,24573,3,6,1,1,0,3,455
14574,24574,1,6,5,1,0,4,450
14575,24575,1,3,1,2,1,1,465
14576,24576,2,7,1,1,0,1,520
14577,24577,1,5,4,2,0,2,480
14578,24578,1,5,5,2,0,2,510
14579,24579,1,4,4,1,1,2,300
14580,24580,1,7,1,1,0,3,490
14581,24581,1,7,3,1,0,2,825
14582,24582,1,7,5,2,0,3,510
14583,24583,1,7,3,2,0,5,485
14584,24584,1,2,1,2,3,2,450
14585,24585,1,4,1,2,1,1,265
14586,24586,1,4,1,2,2,1,420
14587,24587,1,3,2,2,1,1,865
14588,24588,1,7,1,2,0,4,630
14589,24589,1,6,1,2,0,3,570
14590,24590,1,6,1,2,0,6,540
14591,24591,1,2,6,1,0,3,215
14592,24592,1,4,6,2,0,4,450
14593,24593,1,7,3,2,0,5,600
14594,24594,1,3,1,1,1,2,510
14595,24595,2,3,6,2,0,1,450
14596,24596,1,7,3,2,0,4,495
14597,24597,2,1,6,2,2,2,720
14598,24598,1,3,1,2,0,1,400
14599,24599,1,4,1,2,0,2,410
14600,24600,3,7,6,1,0,6,555
14601,24601,1,2,6,2,0,3,331
14602,24602,2,4,4,2,0,1,360
14603,24603,1,5,1,1,0,5,540
14604,24604,1,5,1,1,0,4,530
14605,24605,1,3,5,1,0,2,510
14606,24606,1,6,3,2,0,5,570
14607,24607,1,4,6,1,0,6,420
14608,24608,1,7,3,2,0,1,570
14609,24609,2,3,2,1,2,2,485
14610,24610,1,4,1,1,1,3,380
14611,24611,1,5,1,1,0,6,360
14612,24612,1,2,6,1,0,2,490
14613,24613,1,5,1,1,0,2,450
14614,24614,1,5,1,2,0,3,440
14615,24615,2,1,6,1,1,1,480
14616,24616,1,6,1,2,0,2,540
14617,24617,1,6,6,2,0,6,480
14618,24618,1,2,5,2,0,1,360
14619,24619,1,4,5,1,0,2,645
14620,24620,2,5,1,1,0,3,540
14621,24621,1,4,1,1,0,1,690
14622,24622,1,6,1,2,0,4,615
14623,24623,1,6,1,2,0,6,680
14624,24624,1,2,1,1,2,2,390
14625,24625,1,4,1,2,0,1,360
14626,24626,2,5,1,1,0,3,480
14627,24627,2,4,4,2,2,2,480
14628,24628,2,4,1,2,3,4,620
14629,24629,2,7,3,2,0,4,490
14630,24630,1,2,2,1,0,2,360
14631,24631,1,5,6,1,0,1,485
14632,24632,1,7,1,1,0,5,470
14633,24633,1,2,6,1,0,1,495
14634,24634,1,4,1,2,0,2,190
14635,24635,1,4,1,2,0,1,525
14636,24636,1,6,1,1,0,2,510
14637,24637,1,4,1,1,2,6,560
14638,24638,2,5,1,1,0,1,540
14639,24639,1,6,1,1,0,2,435
14640,24640,1,3,1,2,2,1,495
14641,24641,1,1,6,1,0,2,720
14642,24642,1,5,6,1,0,3,540
14643,24643,1,7,3,2,0,6,435
14644,24644,1,3,4,1,0,1,435
14645,24645,1,3,1,1,2,97,420
14646,24646,1,4,1,2,0,2,455
14647,24647,1,4,2,1,0,5,45
14648,24648,1,3,6,2,0,2,540
14649,24649,1,5,1,1,0,1,360
14650,24650,1,4,1,2,0,2,420
14651,24651,1,5,1,1,0,3,645
14652,24652,2,6,3,1,0,2,750
14653,24653,1,7,1,1,0,2,610
14654,24654,3,5,5,2,0,4,500
14655,24655,1,3,2,2,1,3,780
14656,24656,1,3,4,2,2,1,660
14657,24657,1,1,6,2,0,1,390
14658,24658,1,2,1,2,0,4,550
14659,24659,1,6,1,1,0,3,460
14660,24660,1,4,1,1,2,6,320
14661,24661,2,4,2,2,0,1,415
14662,24662,1,1,6,2,0,6,705
14663,24663,1,1,6,1,0,6,520
14664,24664,1,2,2,1,2,1,510
14665,24665,1,3,1,2,1,3,560
14666,24666,2,5,5,1,0,1,430
14667,24667,1,6,1,1,0,3,455
14668,24668,2,5,4,1,0,3,570
14669,24669,1,2,1,1,2,3,480
14670,24670,1,7,3,2,0,4,540
14671,24671,1,7,1,2,0,6,750
14672,24672,1,6,1,1,0,6,630
14673,24673,1,4,1,1,0,3,335
14674,24674,1,2,1,1,0,2,350
14675,24675,1,4,1,1,0,3,525
14676,24676,1,4,1,1,2,2,420
14677,24677,2,7,3,2,0,6,510
14678,24678,2,4,1,2,0,2,450
14679,24679,3,5,1,2,0,3,540
14680,24680,2,5,1,2,0,2,465
14681,24681,2,5,1,1,0,2,420
14682,24682,1,5,1,2,0,4,690
14683,24683,1,3,1,1,2,1,540
14684,24684,2,6,5,2,0,6,420
14685,24685,1,4,2,1,0,2,500
14686,24686,2,7,3,2,0,6,450
14687,24687,1,6,6,1,0,2,420
14688,24688,1,6,2,1,0,4,480
14689,24689,1,2,1,2,0,2,410
14690,24690,1,3,4,1,0,1,510
14691,24691,1,6,5,2,0,6,540
14692,24692,2,4,1,1,0,1,480
14693,24693,1,4,1,1,0,2,490
14694,24694,1,5,4,1,0,2,520
14695,24695,1,3,1,1,2,1,405
14696,24696,1,1,6,1,0,4,740
14697,24697,2,7,1,2,0,4,690
14698,24698,1,4,1,2,0,3,540
14699,24699,1,2,1,2,3,1,505
14700,24700,1,4,1,1,0,3,545
14701,24701,1,4,1,2,0,3,540
14702,24702,1,3,1,1,3,1,420
14703,24703,1,4,6,2,1,1,540
14704,24704,2,3,2,1,0,2,555
14705,24705,1,2,6,2,0,1,560
14706,24706,1,4,1,2,0,4,500
14707,24707,2,3,1,1,0,1,900
14708,24708,2,2,6,1,0,2,710
14709,24709,1,4,1,1,0,1,575
14710,24710,2,6,1,1,0,1,600
14711,24711,1,6,6,1,0,5,420
14712,24712,1,4,1,1,0,1,360
14713,24713,1,3,5,1,0,4,675
14714,24714,1,3,1,2,3,2,530
14715,24715,1,4,6,1,0,6,600
14716,24716,1,2,1,2,2,2,545
14717,24717,1,5,3,2,0,2,530
14718,24718,1,4,6,1,0,2,460
14719,24719,2,6,6,1,0,6,480
14720,24720,1,5,5,2,0,2,630
14721,24721,2,5,5,2,0,6,450
14722,24722,1,6,5,2,0,6,240
14723,24723,1,4,1,1,0,3,455
14724,24724,2,4,1,2,2,1,475
14725,24725,2,4,2,2,0,2,410
14726,24726,1,5,6,2,0,1,530
14727,24727,1,1,6,2,1,2,555
14728,24728,1,4,2,2,0,2,540
14729,24729,2,7,6,1,0,6,720
14730,24730,1,3,6,1,0,1,375
14731,24731,2,3,1,1,0,1,570
14732,24732,1,4,2,1,2,2,390
14733,24733,1,6,1,1,0,5,480
14734,24734,1,7,3,2,0,1,470
14735,24735,1,1,6,2,0,2,485
14736,24736,1,5,1,1,0,3,525
14737,24737,1,4,6,2,0,1,590
14738,24738,1,1,6,1,1,1,635
14739,24739,1,3,6,1,0,3,480
14740,24740,1,5,1,2,0,2,540
14741,24741,1,3,1,2,2,1,540
14742,24742,1,4,1,1,2,1,310
14743,24743,1,5,6,1,0,4,465
14744,24744,1,7,3,2,0,1,615
14745,24745,1,4,1,2,0,1,630
14746,24746,2,2,6,1,0,2,270
14747,24747,1,5,1,1,0,2,585
14748,24748,1,3,6,1,0,2,540
14749,24749,1,6,1,2,0,6,570
14750,24750,1,1,6,1,1,6,540
14751,24751,1,6,1,2,0,1,430
14752,24752,1,5,1,2,0,4,515
14753,24753,1,6,5,2,0,6,570
14754,24754,1,6,1,1,0,4,600
14755,24755,1,5,5,1,0,5,410
14756,24756,3,2,1,1,1,1,360
14757,24757,1,7,1,1,0,6,465
14758,24758,1,7,2,2,0,3,510
14759,24759,1,5,6,2,0,1,405
14760,24760,1,6,1,1,0,2,390
14761,24761,1,1,6,1,0,1,540
14762,24762,1,5,1,2,0,3,630
14763,24763,1,2,4,1,0,1,570
14764,24764,1,2,6,2,0,2,780
14765,24765,1,6,5,1,0,2,540
14766,24766,2,5,2,1,0,2,480
14767,24767,1,7,3,2,0,1,465
14768,24768,3,6,6,1,0,3,470
14769,24769,1,2,2,2,0,2,480
14770,24770,3,7,1,1,0,2,510
14771,24771,1,3,6,1,0,1,960
14772,24772,1,5,3,2,0,2,540
14773,24773,1,3,1,2,2,1,480
14774,24774,1,5,5,2,0,1,450
14775,24775,1,6,1,1,0,6,480
14776,24776,1,5,1,2,0,4,570
14777,24777,1,6,1,2,0,3,515
14778,24778,2,7,1,2,0,6,540
14779,24779,2,4,2,2,0,2,555
14780,24780,1,3,2,2,2,1,390
14781,24781,1,6,1,2,0,6,540
14782,24782,3,6,6,2,0,4,510
14783,24783,2,4,1,2,1,1,410
14784,24784,1,2,2,2,0,2,510
14785,24785,1,6,1,2,0,2,600
14786,24786,1,3,6,1,0,3,600
14787,24787,2,6,1,2,0,1,500
14788,24788,1,7,1,2,0,4,540
14789,24789,1,3,1,2,2,2,430
14790,24790,1,5,2,1,0,3,480
14791,24791,1,2,6,2,0,4,540
14792,24792,1,3,1,2,1,2,465
14793,24793,2,6,1,1,0,1,480
14794,24794,2,5,6,1,0,3,660
14795,24795,1,3,1,2,0,1,480
14796,24796,2,6,1,2,0,2,690
14797,24797,1,3,2,1,2,1,450
14798,24798,2,5,1,1,0,1,480
14799,24799,1,6,1,2,0,1,510
14800,24800,2,4,1,1,1,1,360
14801,24801,2,3,1,2,0,1,435
14802,24802,1,4,1,2,0,3,575
14803,24803,1,5,2,2,0,3,420
14804,24804,1,5,6,2,0,3,935
14805,24805,1,2,6,2,1,1,535
14806,24806,1,6,1,1,0,3,600
14807,24807,1,3,6,1,0,2,460
14808,24808,1,5,5,1,0,4,555
14809,24809,2,4,1,1,0,3,450
14810,24810,1,6,1,2,0,2,600
14811,24811,3,1,6,1,0,1,690
14812,24812,1,4,1,1,1,3,420
14813,24813,1,4,1,2,2,1,470
14814,24814,2,4,6,1,0,2,340
14815,24815,1,2,2,2,0,1,500
14816,24816,1,7,1,2,0,2,570
14817,24817,1,6,5,1,0,4,520
14818,24818,1,1,6,2,1,2,880
14819,24819,1,1,6,2,1,1,540
14820,24820,1,4,2,2,0,2,480
14821,24821,1,6,5,2,0,1,420
14822,24822,1,4,6,1,0,1,630
14823,24823,2,7,5,1,0,6,730
14824,24824,2,6,3,2,0,6,455
14825,24825,1,6,1,1,0,6,545
14826,24826,1,6,1,1,0,4,450
14827,24827,1,4,6,2,0,1,500
14828,24828,3,7,3,2,0,3,580
14829,24829,1,4,6,1,0,1,660
14830,24830,1,4,6,1,0,2,420
14831,24831,3,7,3,2,0,5,435
14832,24832,1,2,6,1,0,6,380
14833,24833,2,5,1,2,0,1,390
14834,24834,1,5,6,2,0,97,330
14835,24835,1,5,4,1,1,4,465
14836,24836,1,4,1,2,0,1,435
14837,24837,1,5,1,2,0,1,240
14838,24838,1,2,6,2,0,2,510
14839,24839,1,3,2,1,0,2,610
14840,24840,1,3,2,2,2,2,635
14841,24841,1,4,1,1,0,1,360
14842,24842,1,7,1,2,0,6,570
14843,24843,1,5,5,1,0,6,460
14844,24844,3,6,1,2,0,6,510
14845,24845,1,6,6,2,0,6,675
14846,24846,1,4,1,1,1,1,470
14847,24847,2,5,1,2,0,2,600
14848,24848,2,1,6,2,0,6,1000
14849,24849,1,6,1,1,0,5,480
14850,24850,1,6,1,2,0,1,300
14851,24851,1,2,6,1,0,2,665
14852,24852,1,3,1,2,1,3,530
14853,24853,1,4,1,2,0,6,475
14854,24854,1,4,1,1,0,2,585
14855,24855,1,4,4,1,1,2,525
14856,24856,2,2,6,2,0,2,530
14857,24857,2,4,1,2,0,1,470
14858,24858,1,6,1,1,0,3,410
14859,24859,1,6,2,2,0,2,520
14860,24860,1,1,6,1,0,4,495
14861,24861,1,2,6,1,0,1,510
14862,24862,1,1,6,1,0,2,630
14863,24863,2,6,1,1,0,2,480
14864,24864,1,5,1,1,0,3,405
14865,24865,2,3,1,2,2,1,485
14866,24866,1,3,1,1,2,2,510
14867,24867,1,6,5,2,0,3,525
14868,24868,1,5,1,1,0,6,480
14869,24869,1,5,1,1,1,1,570
14870,24870,1,5,5,2,0,3,570
14871,24871,1,3,5,2,0,1,420
14872,24872,2,6,1,1,0,4,470
14873,24873,2,5,4,2,0,1,650
14874,24874,1,6,5,2,0,6,540
14875,24875,1,5,1,1,0,3,480
14876,24876,2,7,3,2,0,4,555
14877,24877,1,3,1,2,0,6,550
14878,24878,1,7,1,2,0,6,570
14879,24879,1,3,1,1,0,1,420
14880,24880,1,5,1,2,0,4,485
14881,24881,1,3,2,1,2,4,390
14882,24882,1,2,1,2,0,3,495
14883,24883,1,1,6,2,0,3,540
14884,24884,2,5,1,1,0,4,750
14885,24885,1,6,1,1,0,6,715
14886,24886,1,6,4,2,0,1,420
14887,24887,1,5,6,1,0,2,880
14888,24888,1,7,1,1,0,2,515
14889,24889,2,3,1,1,0,1,510
14890,24890,1,4,5,1,0,2,600
14891,24891,1,5,1,2,0,2,420
14892,24892,1,5,1,2,0,3,420
14893,24893,2,4,5,2,0,1,200
14894,24894,1,1,6,1,0,2,425
14895,24895,2,3,2,2,2,2,540
14896,24896,1,1,6,1,2,5,720
14897,24897,1,5,6,1,0,2,600
14898,24898,1,1,6,2,0,3,420
14899,24899,1,6,6,2,0,6,750
14900,24900,1,2,1,1,1,2,540
14901,24901,1,1,6,1,0,1,510
14902,24902,2,7,3,2,0,6,540
14903,24903,1,5,3,2,0,3,540
14904,24904,1,2,1,2,2,3,570
14905,24905,1,1,6,2,0,2,535
14906,24906,1,2,2,1,0,2,510
14907,24907,1,6,3,1,0,4,420
14908,24908,2,3,1,2,0,1,720
14909,24909,1,3,4,2,2,2,465
14910,24910,1,5,1,1,0,4,330
14911,24911,1,7,3,2,0,3,515
14912,24912,1,6,1,2,0,3,510
14913,24913,1,2,6,2,0,2,535
